,File,File_Size,Creation_Date,File_Description,IFC_File_Name,IFC_Organization,IFC_Application,Location,latitude,longitude
320,20160125RME_2010_Trapelo_const.ifc,61.23619843,Sat Jan 23 18:19:30 2016,"CoordinationView_V2.0, QuantityTakeOffAddOnView,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20150702_1515x64 - Exporter 15.5.0.0 - Alternate UI 15.5.0.0,
",,"2015,Autodesk Revit 2015 (ENU),Revit
",,,
321,20160125Trapelo%20-%20Existing-Trapelo_Design_Intent.ifc,21.36505795,Sat Aug 08 23:20:39 2015,"CoordinationView_V2.0, QuantityTakeOffAddOnView,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20150702_1515x64 - Exporter 15.3.0.0 - Alternate UI 15.3.0.0,
",,"2015,Autodesk Revit 2015 (ENU),Revit
","Waltham, Middlesex County, Massachusetts, United States",42.3756401,-71.2358004
322,20160125WestRiverSide%20Hospital%20-%20IFC4-Autodesk_Hospital_Metric_Structural.ifc,6.088171005,Sun Jan 24 17:18:03 2016,"CoordinationView_V2.0, QuantityTakeOffAddOnView,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20150702_1515x64 - Exporter 15.5.0.0 - Alternate UI 15.5.0.0,
",,"2015,Autodesk Revit 2015 (ENU),Revit
","Boston, Suffolk County, Massachusetts, United States",42.3554334,-71.060511
323,20160125WestRiverSide%20Hospital%20-%20IFC4-Autodesk_Hospital_Sprinkle.ifc,32.41547966,Sun Jan 24 17:16:10 2016,"CoordinationView_V2.0, QuantityTakeOffAddOnView,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20150702_1515x64 - Exporter 15.5.0.0 - Alternate UI 15.5.0.0,
",,"2015,Autodesk Revit 2015 (ENU),Revit
","Boston, Suffolk County, Massachusetts, United States",42.3554334,-71.060511
324,20160414office_model_CV2_fordesign.ifc,3.032847404,,"
","
",Graphisoft,"19.0.0,ArchiCAD-64,
",,,
325,201608-SCCP-ARC-T1-BATA-MAQ-TEST.ifc,16.69957352,Mon Nov 20 09:25:14 2017,"CoordinationView_V2.0, QuantityTakeOffAddOnView,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20170816_0615x64 - Exporter 17.0.1146.0 - Interface utilisateur alternative 17.18.0.0,
","ATELIER ROLLAND,ARCHITECTE","2017,Autodesk Revit 2017 (FRA),Revit
","Paris,  France  ",48.8588897,2.3200410217200766
326,20161025ifc%20saxion%2028-09-2016.ifc,24.13066387,,"CoordinationView_V2.0, QuantityTakeOffAddOnView,ExchangeRequirementStructural, SurfaceGeometry,2,1","IFC Database Version:Work,Tekla Structures 20.0, IFC Export Version: 4.0.0.0 Mar  7 2014,
",Tekla,"20.0,Tekla Structures,Multi material modeling
",,,
327,20161025ifcsaxion28-09-2016.ifc,24.13066387,,"CoordinationView_V2.0, QuantityTakeOffAddOnView,ExchangeRequirementStructural, SurfaceGeometry,2,1","IFC Database Version:Work,Tekla Structures 20.0, IFC Export Version: 4.0.0.0 Mar  7 2014,
",Tekla,"20.0,Tekla Structures,Multi material modeling
",,,
328,20170601_Mauer_BmB.ifc,3.946732521,Mon Jun 12 16:29:43 2017,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20170223_1515x64 - Exporter 18.1.0.0 - Alternate UI 18.1.0.0,
",,"2018,Autodesk Revit 2018 (DEU),Revit
","Dresden, Sachsen, Deutschland",51.0493286,13.7381437
329,201708018_BAM%20Pilot%20Project_ED_WITHOUT%20GROUP.ifc,67.65776348,Fri Aug 18 21:53:14 2017,"CoordinationView_V2.0, QuantityTakeOffAddOnView,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20161004_0715x64 - Exporter 16.5.0.0 - Alternate UI 16.5.0.0,
","BAM Deutschland AG,Construction","2016,Autodesk Revit 2016 (ENU),Revit
","Leidsche Rijn, Woerden, Utrecht, Nederland, 3481 LJ, Nederland",52.0882547,4.9785287
330,20170804_Musterhaus_MIT.ifc,1.698248863,Thu Aug 31 10:49:26 2017,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20170223_1515x64 - Exporter 18.2.0.0 - Alternate UI 18.2.0.0,FRO
",,"2018,Autodesk Revit 2018 (DEU),Revit
","Berlin, Deutschland",52.5170365,13.3888599
331,20170830_BAM%20Pilot%20Project_ED_no%20railing.ifc,10.1214056,Wed Aug 30 17:34:05 2017,"CoordinationView_V2.0, QuantityTakeOffAddOnView,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20161004_0715x64 - Exporter 16.5.0.0 - Alternate UI 16.5.0.0,
","BAM Deutschland AG,Construction","2016,Autodesk Revit 2016 (ENU),Revit
","Leidsche Rijn, Woerden, Utrecht, Nederland, 3481 LJ, Nederland",52.0882547,4.9785287
332,20180123out.ifc,0.09090519,,"CoordinationView_V2.0, QuantityTakeOffAddOnView,2,1","IFC Database version:Work,Tekla structures 2016i Service Pack 6, IFC Export Version: 4.0.0.0 Sep 13 2017,
",Trimble,"2016i Service Pack 6,Tekla Structures,Multi material modeling
",,,
333,20180731Dubal%20Herrera%20limpio.ifc,22.88010406,Mon Jul 30 09:29:17 2018,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20180518_1600x64 - Exporter 19.0.10.18 - IU alternativa 19.0.10.18,
",,"2019,Autodesk Revit 2019 (ESP),Revit
",,,
334,20180731DubalHerreralimpio.ifc,23.27665806,Mon Jul 30 09:29:17 2018,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20180518_1600x64 - Exporter 19.0.10.18 - IU alternativa 19.0.10.18,
",,"2019,Autodesk Revit 2019 (ESP),Revit
",,,
335,20181123_Siemens_Erlangen_tagged_elev.ifc,32.09026909,,"CoordinationView_V2.0, 2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013, 20180216_1515x64 - Exporter 19.0.0.405 - Alternativ-UI 19.0.0.405, 
",Autodesk Revit 2019 (DEU)," 2019, Autodesk Revit 2019 (DEU), Revit
","Berlin, Deutschland",52.5170365,13.3888599
336,20191126AZUMA9.ifc,9.820817947,,"CoordinationView_V2.0, SurfaceGeometryAddOnView,OptionDrawing Scale: 50.000000,OptionElements to export: Visible elements on all stories,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: Off,OptionConvert 2D symbols of Doors and Windows: On,OptionExport geometries that Participates in Collision Detection only: On,OptionSplit complex elements: Off,OptionMaterial Preservation: Explode where necessary,OptionIFC Site Location: At Project Origin,OptionCurtain Wall export mode: Single Element,OptionRailing export mode: Single Element,OptionStair export mode: Single Element,OptionProperties To Export: All properties,OptionSpace containment: Off,OptionBounding Box: Off,OptionGeometry to type objects: Off,OptionElement Properties: Off,OptionBuilding Material Properties: Off,OptionElement Parameters: Off,OptionComponent Parameters: Off,OptionIFC Base Quantities: Off,OptionDoor Window Parameters: On,OptionIFC Space boundaries: Off,OptionARCHICAD Zone Categories as IFC Space classification data: Off,OptionElement Classifications: Off,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 26 Sep 2013,IFC file generated by GRAPHISOFT ARCHICAD 23.0.0 INT FULL Windows version IFC add-on version: 3003 INT FULL.,#Nom ma\X2\00EE\X0\tre oeuvre #Pr\X2\00E9\X0\nom ma\X2\00EE\X0\tre oeuvre
",Graphisoft,"23.0.0,ARCHICAD,IFC add-on version: 3003 INT FULL
",,,
337,2020-07-20-11-43-56-146-IFC4_GRAPHISOFT_ARCHICAD_Sample_Project_S_Office_v1.ifc,14.86940384,,"Design_Transfer_View,ExchangeRequirementArchitecture,OptionDrawing Scale: 100.000000,OptionElements to export: Visible elements on all stories,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: Off,OptionConvert 2D symbols of Doors and Windows: Off,OptionExport geometries that Participates in Collision Detection only: Off,OptionSplit complex elements: Off,OptionMaterial Preservation: Explode where necessary,OptionElements in Solid Element Operations: Extruded/revolved,OptionElements with junctions: Extruded/revolved without junctions,OptionSlabs with slanted edges: Extruded,OptionIFC Site Location: At Project Origin,OptionCurtain Wall export mode: Container Element,OptionRailing export mode: Single Element,OptionStair export mode: Container Element,OptionProperties To Export: All properties,OptionSpace containment: Off,OptionBounding Box: Off,OptionGeometry to type objects: Off,OptionElement Properties: Off,OptionBuilding Material Properties: Off,OptionElement Parameters: Off,OptionComponent Parameters: Off,OptionIFC Base Quantities: Off,OptionDoor Window Parameters: On,OptionIFC Space boundaries: Off,OptionARCHICAD Zone Categories as IFC Space classification data: Off,OptionElement Classifications: Off,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 26 Sep 2013,IFC file generated by GRAPHISOFT ARCHICAD 23.0.0 HUN FULL Windows version IFC add-on version: 4006 HUN FULL.,The authorising person
",Graphisoft,"23.0.0,ARCHICAD,IFC add-on version: 4006 HUN FULL
",,,
338,2020-07-20-11-47-44-132-IFC2x3_GRAPHISOFT_ARCHICAD_Sample_Project_S_Office_v1.ifc,33.3827219,,"CoordinationView_V2.0, SurfaceGeometryAddOnView,OptionDrawing Scale: 100.000000,OptionElements to export: Visible elements on all stories,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: Off,OptionConvert 2D symbols of Doors and Windows: Off,OptionExport geometries that Participates in Collision Detection only: On,OptionSplit complex elements: Off,OptionMaterial Preservation: Explode all,OptionIFC Site Location: At Project Origin,OptionCurtain Wall export mode: Container Element,OptionRailing export mode: Single Element,OptionStair export mode: Container Element,OptionProperties To Export: All properties,OptionSpace containment: Off,OptionBounding Box: Off,OptionGeometry to type objects: Off,OptionElement Properties: All,OptionBuilding Material Properties: Off,OptionElement Parameters: Off,OptionComponent Parameters: Off,OptionIFC Base Quantities: Off,OptionDoor Window Parameters: On,OptionIFC Space boundaries: Off,OptionARCHICAD Zone Categories as IFC Space classification data: Off,OptionElement Classifications: On,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 26 Sep 2013,IFC file generated by GRAPHISOFT ARCHICAD 23.0.0 HUN FULL Windows version IFC add-on version: 4006 HUN FULL.,The authorising person
",Graphisoft,"23.0.0,ARCHICAD,IFC add-on version: 4006 HUN FULL
",,,
339,2020-07-20-12-54-52-018-AC20-FZK-Haus.ifc,2.409500122,,", QuantityTakeOffAddOnView, SpaceBoundary2ndLevelAddOnView,OptionDrawing Scale: 100.000000,OptionGlobal Unique Identifiers GUID: Keep existing,OptionElements to export: Entire project,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: On,OptionConvert 2D symbols of Doors and Windows: Off,OptionExplode Composite and Complex Profile elements into parts: Off,OptionExport geometries that Participates in Collision Detection only: On,OptionMulti-skin complex geometries: Building element parts,OptionElements in Solid Element Operations: Extruded/revolved,OptionElements with junctions: Extruded/revolved without junctions,OptionSlabs with slanted edges: Extruded,OptionUse legacy geometric methods as in Coordination View 1.0: Off,OptionIFC Site Geometry: As boundary representation BRep,OptionIFC Site Location: At Project Origin,OptionProperties To Export: All properties,OptionSpace containment: Off,OptionBounding Box: On,OptionGeometry to type objects: On,OptionElement Properties: On,OptionProperties To Export: All,OptionIFC Base Quantities: On,OptionWindow Door Lining and Panel Parameters: On,OptionIFC Space boundaries: On,OptionARCHICAD Zone Categories as IFC Space classification data: On,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 26 Sep 2013,IFC file generated by GRAPHISOFT ARCHICAD-64 20.0.0 GER FULL Windows version IFC2x3 add-on version: 4009 GER FULL.,The authorising person
",Graphisoft,"20.0.0,ARCHICAD-64,IFC2x3 add-on version: 4009 GER FULL
",,,
340,2020-07-27-14-56-58-764-testIFC.ifc,0.005918503,,"
","
",buildingSMART International,"1.0,IFC text editor,ifcTE
",,,
341,2020-07-27-15-01-06-692-AC20-FZK-Haus.ifc,2.409500122,,", QuantityTakeOffAddOnView, SpaceBoundary2ndLevelAddOnView,OptionDrawing Scale: 100.000000,OptionGlobal Unique Identifiers GUID: Keep existing,OptionElements to export: Entire project,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: On,OptionConvert 2D symbols of Doors and Windows: Off,OptionExplode Composite and Complex Profile elements into parts: Off,OptionExport geometries that Participates in Collision Detection only: On,OptionMulti-skin complex geometries: Building element parts,OptionElements in Solid Element Operations: Extruded/revolved,OptionElements with junctions: Extruded/revolved without junctions,OptionSlabs with slanted edges: Extruded,OptionUse legacy geometric methods as in Coordination View 1.0: Off,OptionIFC Site Geometry: As boundary representation BRep,OptionIFC Site Location: At Project Origin,OptionProperties To Export: All properties,OptionSpace containment: Off,OptionBounding Box: On,OptionGeometry to type objects: On,OptionElement Properties: On,OptionProperties To Export: All,OptionIFC Base Quantities: On,OptionWindow Door Lining and Panel Parameters: On,OptionIFC Space boundaries: On,OptionARCHICAD Zone Categories as IFC Space classification data: On,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 26 Sep 2013,IFC file generated by GRAPHISOFT ARCHICAD-64 20.0.0 GER FULL Windows version IFC2x3 add-on version: 4009 GER FULL.,The authorising person
",Graphisoft,"20.0.0,ARCHICAD-64,IFC2x3 add-on version: 4009 GER FULL
",,,
342,2020-07-28-10-20-21-391-minta_epulet_01.ifc,0.253803253,,"CoordinationView_V2.0,OptionDrawing Scale: 50.000000,OptionElements to export: Visible elements on all stories,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: Off,OptionConvert 2D symbols of Doors and Windows: Off,OptionExport geometries that Participates in Collision Detection only: Off,OptionSplit complex elements: Off,OptionMaterial Preservation: Explode where necessary,OptionElements in Solid Element Operations: Extruded/revolved,OptionElements with junctions: Extruded/revolved without junctions,OptionSlabs with slanted edges: Extruded,OptionIFC Site Location: At Project Origin,OptionCurtain Wall export mode: Container Element,OptionRailing export mode: Single Element,OptionStair export mode: Container Element,OptionProperties To Export: All properties,OptionSpace containment: Off,OptionBounding Box: Off,OptionGeometry to type objects: Off,OptionElement Properties: All,OptionBuilding Material Properties: Off,OptionElement Parameters: Off,OptionComponent Parameters: Off,OptionIFC Base Quantities: Off,OptionDoor Window Parameters: On,OptionIFC Space boundaries: Off,OptionARCHICAD Zone Categories as IFC Space classification data: Off,OptionElement Classifications: On,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 26 Sep 2013,IFC file generated by GRAPHISOFT ARCHICAD 23.0.0 HUN FULL Windows version IFC add-on version: 4006 HUN FULL.,The authorising person
",Graphisoft,"23.0.0,ARCHICAD,IFC add-on version: 4006 HUN FULL
",,,
343,2020-07-28-11-04-40-861-TransparentObjects.ifc,0.192392349,Mon May 15 18:51:55 2017,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20150714_1515x64 - Exporter 16.4.0.0 - Alternate UI 16.4.0.0,
",,"2016,Autodesk Revit Architecture 2016 (DEU),Revit
","Berlin, Deutschland",52.5170365,13.3888599
344,2020-07-28-12-30-45-078-IFC4_GRAPHISOFT_ARCHICAD_Sample_Project_S_Office_v1.ifc,14.86940384,,"Design_Transfer_View,ExchangeRequirementArchitecture,OptionDrawing Scale: 100.000000,OptionElements to export: Visible elements on all stories,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: Off,OptionConvert 2D symbols of Doors and Windows: Off,OptionExport geometries that Participates in Collision Detection only: Off,OptionSplit complex elements: Off,OptionMaterial Preservation: Explode where necessary,OptionElements in Solid Element Operations: Extruded/revolved,OptionElements with junctions: Extruded/revolved without junctions,OptionSlabs with slanted edges: Extruded,OptionIFC Site Location: At Project Origin,OptionCurtain Wall export mode: Container Element,OptionRailing export mode: Single Element,OptionStair export mode: Container Element,OptionProperties To Export: All properties,OptionSpace containment: Off,OptionBounding Box: Off,OptionGeometry to type objects: Off,OptionElement Properties: Off,OptionBuilding Material Properties: Off,OptionElement Parameters: Off,OptionComponent Parameters: Off,OptionIFC Base Quantities: Off,OptionDoor Window Parameters: On,OptionIFC Space boundaries: Off,OptionARCHICAD Zone Categories as IFC Space classification data: Off,OptionElement Classifications: Off,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 26 Sep 2013,IFC file generated by GRAPHISOFT ARCHICAD 23.0.0 HUN FULL Windows version IFC add-on version: 4006 HUN FULL.,The authorising person
",Graphisoft,"23.0.0,ARCHICAD,IFC add-on version: 4006 HUN FULL
",,,
345,2020-07-28-14-21-36-742-IFC2x3_GRAPHISOFT_ARCHICAD_Sample_Project_S_Office_v1.ifc,33.3827219,,"CoordinationView_V2.0, SurfaceGeometryAddOnView,OptionDrawing Scale: 100.000000,OptionElements to export: Visible elements on all stories,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: Off,OptionConvert 2D symbols of Doors and Windows: Off,OptionExport geometries that Participates in Collision Detection only: On,OptionSplit complex elements: Off,OptionMaterial Preservation: Explode all,OptionIFC Site Location: At Project Origin,OptionCurtain Wall export mode: Container Element,OptionRailing export mode: Single Element,OptionStair export mode: Container Element,OptionProperties To Export: All properties,OptionSpace containment: Off,OptionBounding Box: Off,OptionGeometry to type objects: Off,OptionElement Properties: All,OptionBuilding Material Properties: Off,OptionElement Parameters: Off,OptionComponent Parameters: Off,OptionIFC Base Quantities: Off,OptionDoor Window Parameters: On,OptionIFC Space boundaries: Off,OptionARCHICAD Zone Categories as IFC Space classification data: Off,OptionElement Classifications: On,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 26 Sep 2013,IFC file generated by GRAPHISOFT ARCHICAD 23.0.0 HUN FULL Windows version IFC add-on version: 4006 HUN FULL.,The authorising person
",Graphisoft,"23.0.0,ARCHICAD,IFC add-on version: 4006 HUN FULL
",,,
346,2020-08-04-12-36-20-298-IFC2_csaladi_haz_sample_HUN.ifc,13.79743481,,"CoordinationView_V2.0,OptionDrawing Scale: 50.000000,OptionElements to export: Visible elements on all stories,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: Off,OptionConvert 2D symbols of Doors and Windows: Off,OptionExport geometries that Participates in Collision Detection only: Off,OptionSplit complex elements: Off,OptionMaterial Preservation: Explode where necessary,OptionElements in Solid Element Operations: Extruded/revolved,OptionElements with junctions: Extruded/revolved without junctions,OptionSlabs with slanted edges: Extruded,OptionIFC Site Location: At Project Origin,OptionCurtain Wall export mode: Container Element,OptionRailing export mode: Single Element,OptionStair export mode: Container Element,OptionProperties To Export: All properties,OptionSpace containment: Off,OptionBounding Box: Off,OptionGeometry to type objects: Off,OptionElement Properties: All,OptionBuilding Material Properties: Off,OptionElement Parameters: Off,OptionComponent Parameters: Off,OptionIFC Base Quantities: Off,OptionDoor Window Parameters: On,OptionIFC Space boundaries: Off,OptionARCHICAD Zone Categories as IFC Space classification data: Off,OptionElement Classifications: On,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 26 Sep 2013,IFC file generated by GRAPHISOFT ARCHICAD 23.0.0 HUN FULL Windows version IFC add-on version: 4006 HUN FULL.,The authorising person
",Graphisoft,"23.0.0,ARCHICAD,IFC add-on version: 4006 HUN FULL
",,,
347,2020-08-20-12-57-36-897-testIFC.ifc,0.003096581,,"
","
",buildingSMART International,"1.0,IFC text editor,ifcTE
",,,
348,20200205Model_PNO.ifc,0.152261734,,"CoordinationView_V2.0, QuantityTakeOffAddOnView,2,1","IFC Database Version:Work,Tekla Structures 2017 Service Pack 12, IFC Export Version: 4.0.0.0 Apr 30 2019,
",Trimble,"2017 Service Pack 12,Tekla Structures,Multi material modeling
",,,
349,20200404UFCSPA-ARQ-PE-R0-correto.ifc,22.68070507,Wed Oct 16 15:10:00 2019,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20180216_1515x64 - Exporter 19.0.0.405 - Alternate UI 19.0.0.405,
",,"2019,Autodesk Revit 2019 (ENU),Revit
",,,
350,20200820IFC4_Convenience_store_Renga_4.1.ifc,17.86706734,,"\X2\0414041B042F\X0\ \X2\041F0420041E0425041E041604140415041D0418042F\X0\ \X2\042D041A0421041F04150420042204180417042B\X0\,2,1","IfcPlusPlus,Renga 4.1.29507.0,
",,,,,
351,20201208DigitalHub_ARC.ifc,13.65920734,Fri Sep 04 17:37:24 2020,"DesignTransferView_V1.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20190108_1515x64 - Exporter 19.3.0.0 - Alternative Benutzeroberfl\X2\00E4\X0\che 19.3.0.0,
",,"2019,Autodesk Revit 2019 (DEU),Revit
","Hofbräuhaus, 9, Platzl, Graggenauerviertel, Graggenau, Altstadt-Lehel, München, Bayern, 80331, Deutschland",48.13757095,11.57998140312025
352,20210111NG3-009.ifc,10.74663734,,"AISC_Steel_Detailing, OptionBaseQuantities:Off, OptionGridExport:On, OptionAssemblies:On, OptionBolts:On, OptionRebars:On, OptionPourObjects:Off, OptionWelds:On, OptionSurfaceTreatments:On, OptionLocationBy:0, OptionViewColors:Off, OptionSectionedSpine:Off, OptionPropertySets:On, OptionExport all:On,2,1","IFC Database version: Work,Tekla Structures 2020, IFC Export Version: 4.0.0.0 Mar  5 2020,
",Trimble,"2020,Tekla Structures,Multi material modeling
",,,
353,20210221PRIMARK.ifc,12.29866505,,"AISC_Steel_Detailing,2,1","IFC Database Version:Work,Tekla structures 21.1 Service Release 10, IFC Export Version: 4.0.0.0 Sep  7 2017,
",Tekla,"21.1 Service Release 10,Tekla Structures,Multi material modeling
",,,
354,202103162102_cira.ifc,10.1286993,,"ReferenceView_V1.2,ExchangeRequirementArchitecture,OptionDrawing Scale: 1.000000,OptionElements to export: Visible elements on all stories,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: Off,OptionConvert 2D symbols of Doors and Windows: Off,OptionExport geometries that Participates in Collision Detection only: Off,OptionSplit complex elements: Off,OptionMaterial Preservation: Explode where necessary,OptionIFC Site Location: At Project Origin,OptionCurtain Wall export mode: Single Element,OptionRailing export mode: Single Element,OptionStair export mode: Single Element,OptionProperties To Export: All properties,OptionSpace containment: Off,OptionBounding Box: Off,OptionGeometry to type objects: Off,OptionElement Properties: Off,OptionBuilding Material Properties: Off,OptionElement Parameters: Off,OptionComponent Parameters: Off,OptionIFC Base Quantities: Off,OptionDoor Window Parameters: Off,OptionIFC Space boundaries: Off,OptionARCHICAD Zone Categories as IFC Space classification data: Off,OptionElement Classifications: On,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 18 Aug 2016,IFC file generated by GRAPHISOFT ARCHICAD 23.0.0 FRA FULL Macintosh version IFC add-on version: 5005 FRA FULL.,Cherix Bernard
",Graphisoft,"23.0.0,ARCHICAD,IFC add-on version: 5005 FRA FULL
","Bibliothèque du CIRA, 24, Avenue de Beaumont, Chailly, Lausanne, District de Lausanne, Vaud, 1012, Schweiz/Suisse/Svizzera/Svizra",46.526271,6.645422518224601
355,202107010001_berlin_schoeneweide_2001.ifc,13.01143742,,"ArchiCAD 9.00 Release 1 generated IFC file., Build Number of the Ifc 200 interface: 01038 30-06-2004\X\0A, 2,1","PreProc - IFC Toolbox Version 2.0 99/07/01, Macintosh System, The authorising person.
","Graphisoft, , ","ArchiCAD, ArchiCAD 8.0 (Graphisoft), 8.0, #8
",,,
356,20211006_0943.ifc,1.358362198,," 2,1","Processor version 5.1.0.0, Xbim.IO.MemoryModel, 
",Zadavatel,"0.95.21.10.01.14.03,Datab\X\E1ze datov\X\E9ho standardu stavebnictv\X\ED,DDSS
",,,
357,20211006_1439.ifc,0.249365807,," 2,1","Processor version 5.1.0.0, Xbim.IO.MemoryModel, 
",Zadavatel,"0.95.21.10.01.14.03,Datab\X\E1ze datov\X\E9ho standardu stavebnictv\X\ED,DDSS
",,,
358,2021_ES_Ventana_Replus_RE80-PVC-301_11103_1H%2B1FL_1200x1300mm.ifc,5.192644119,Mon Jun 06 15:18:41 2022,"CoordinationView_V2.0, QuantityTakeOffAddOnView,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,21.0.0.383 - Exporter 21.2.1.0 - Alternate UI 21.2.1.0,
",,"2021,Autodesk Revit 2021 (ENU),Revit
","Boston, Suffolk County, Massachusetts, United States",42.3554334,-71.060511
359,210209%20Bestand%20aufger%C3%A4umt.ifc,3.212833405,Tue Aug 03 08:27:49 2021,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20170927_1515x64 - Exporter 18.2.0.51 - Alternativ-UI 18.2.0.51,
",,"2018,Autodesk Revit 2018 (DEU),Revit
","79780 Stuhlingen-Wangen   , Berlin  Deutschland  ",,
360,21R_Exterior%20wall%20details.ifc,7.699090004,Mon Feb 13 10:03:34 2017,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20150714_1515x64 - Exporter 16.5.0.0 - Alternate UI 16.5.0.0,
",,"2016,Autodesk Revit 2016 (ENU),Revit
",,,
361,220307.MusterIFC_prm4.ifc,20.77170181,,"CoordinationView_V2.0,OptionElements to export: Visible elements on all stories,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: Off,OptionConvert 2D symbols of Doors and Windows: Off,OptionExport geometries that Participates in Collision Detection only: Off,OptionSplit complex elements: Off,OptionMaterial Preservation: Never explode,OptionElements in Solid Element Operations: Extruded/revolved,OptionElements with junctions: Extruded/revolved without junctions,OptionSlabs with slanted edges: Extruded,OptionIFC Site Location: At Project Origin,OptionCurtain Wall export mode: Container Element,OptionRailing export mode: Container Element,OptionStair export mode: Container Element,OptionProperties To Export: All properties,OptionSpace containment: Off,OptionBounding Box: Off,OptionGeometry to type objects: Off,OptionElement Properties: Off,OptionBuilding Material Properties: Off,OptionElement Parameters: All,OptionComponent Parameters: Off,OptionIFC Base Quantities: Off,OptionDoor Window Parameters: On,OptionIFC Space boundaries: Off,OptionARCHICAD Zone Categories as IFC Space classification data: Off,OptionElement Classifications: On,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 26 Sep 2013,IFC file generated by GRAPHISOFT ARCHICAD 24.0.0 CHE FULL Windows version IFC add-on version: 6004 CHE FULL.,The authorising person
",Graphisoft,"24.0.0,ARCHICAD,IFC add-on version: 6004 CHE FULL
",,,
